rname,A-site,count
17,3227,5
X,3863,7
1,10040,1
21,2174,32
16,31,30
22,3179,5
X,6335,3
3,8800,4
12,4877,1
7,10282,2
14,8351,1
11,7817,5
3,220,38
9,4487,2
2,12993,5
13,1869,5
X,221,17
15,3590,6
9,74020,5
7,2173,2
8,3530,2
7,2893,1
10,34364,1
7,3737,1
18,3560,3
11,3202,3
2,1153,15
22,4167,1
7,6217,5
7,21987,1
1,3174,16
15,4960,1
4,864,1
9,1626,1
3,382,20
5,1013,1
1,3940,17
9,1854,10
20,1497,1
13,4369,3
14,12351,3
15,206,6
14,3227,2
9,6272,8
20,272,23
5,1455,1
17,3486,4
2,5651,2
14,46692,7
13,4526,5
20,3690,1
8,728,1
5,64647,1
16,855,13
20,4262,1
12,3268,68
X,9032,1
22,4424,12
1,66203,4
7,6903,2
6,4418,2
22,746,2
10,351,9
7,12476,1
9,6491,2
17,6230,1
14,12070,1
1,23203,1
4,338,9
4,1581,9
8,1505,1
7,5174,2
2,6851,10
22,4707,5
10,12134,1
14,2376,1
16,1490,8
17,370,41
15,12876,1
17,1707,11
KI270733.1,51,182087
22,17268,1
12,1223,8
14,8754,1
7,961,1
3,3091,6
6,3351,5
13,3807,32
14,1552,1
9,23395,1
7,14206,1
15,7963,1
16,1105,19
7,9584,1
4,5548,3
22,59517,7
14,47994,2
X,15371,1
13,818,11
3,415,22
12,5426,1
19,45029,2
11,11037,1
3,724,4
8,3642,1
5,3642,3
13,5831,1
1,6186,3
22,3021,32
2,15453,2
14,2147,12
1,1414,17
10,2968,4
10,1471,1
3,2954,12
8,1848,4
15,4331,7
6,4791,2
1,152001,2
4,14842,1
10,8105,1
7,2762,1
19,5257,13
6,15630,4
3,4574,5
6,3458,18
14,5670,1
15,2330,3
3,1311,4
2,62601,2
3,895,8
17,808,114
18,971,3
2,189,43
16,1950,20
6,648,12
10,19136,1
17,35564,1
18,295,6
15,6167,2
1,2259,3
1,11024,2
7,46,427
2,10933,1
4,69010,1
6,4554,3
5,12861,3
1,216,90
2,7791,5
10,8772,3
6,1319,2
19,2872,6
4,10965,6
12,30595,2
20,709,1
6,273,107
10,1187,12
15,624,23
5,3461,2
11,5240,2
18,3754,1
19,6145,2
19,3151,4
15,12019,3
6,7419,5
6,965,2
11,4277,2
2,6448,1
12,3688,4
9,5859,3
4,4838,46
16,43772,2
5,2749,2
6,7815,5
9,1346,2
20,10313,10
3,955,15
3,50677,2
3,12993,1
X,1713,4
17,5410,12
1,7390,3
4,3651,2
15,37442,3
1,24731,1
1,2154,11
2,2212,5
11,3374,2
8,1089,4
14,5982,2
18,2294,1
11,196,111
17,2250,18
X,3681,2
12,3280,21
11,1574,30
2,13531,3
17,1276,46
10,403,10
5,1185,10
3,5608,5
22,3685,1
8,9134,8
4,970,4
4,4597,1
11,21512,1
22,3459,2
2,9762,2
X,896,6
15,33650,2
6,103151,2
22,17939,11
5,10645,2
9,2988,8
X,3248,1
5,25002,1
2,6034,2
21,26639,1
10,2155,2
1,3222,11
4,34412,3
8,1371,2
11,1483,2
20,1847,7
7,3067,8
11,6034,3
15,2183,6
14,712,354
17,48669,3
11,5882,3
11,446,5
17,181,57
10,12660,1
14,3841,1
8,4783,3
1,2927,6
3,6179,5
11,3286,9
4,3374,1
16,30995,3
10,28493,1
4,2320,6
5,10940,1
1,36834,1
14,1126,2
18,3561,6
4,1308,3
9,3780,3
14,2953,2
3,87560,1
13,26030,1
2,4038,1
10,1492,3
21,2050,3
1,312,39
8,17791,2
19,729,4
17,3004,3
13,5653,1
11,3240,2
10,1898,8
17,4025,9
6,16626,2
12,2061,2
16,381,6
11,9882,2
2,7010,1
13,8294,1
9,5890,4
3,1387,12
6,11975,1
12,3294,12
15,910,1
5,36317,1
3,2271,1
10,4169,1
8,40,14917
11,4282,1
12,28092,2
6,3321,1
10,943,2
5,6502,1
4,10937,1
15,5441,2
14,4281,1
13,2276,7
16,4115,1
14,1826,1
22,4483,1
7,21248,1
1,5183,1
7,5607,1
5,339,9
15,357,17
2,3222,1
15,3384,4
11,15979,2
3,7925,2
16,5997,3
2,1796,6
X,4547,1
16,6394,1
19,6079,1
17,10971,4
7,269,24
5,1972,2
13,3228,2
9,1609,13
1,12997,1
19,192,50
22,4562,1
2,4052,2
4,14899,4
10,914,2
20,4654,1
8,2797,1
7,6961,1
2,150803,1
X,3472,19
3,4155,1
9,3128,1
18,9134,4
12,16642,1
20,14812,2
18,3076,1
16,440,14
6,11692,6
12,2818,1
10,348,74
18,18823,1
3,7284,2
18,2600,2
1,2062,9
19,22330,2
1,998,35
9,2118,2
X,864,12
16,4768,2
15,2689,1
17,924,14
20,19327,2
2,4409,3
22,1759,2
5,490,1
3,6334,2
21,2167,2
11,1333,17
5,644,1
5,10636,6
1,766,12
22,416,2
10,1537,3
X,2563,8
9,110,3
7,972,10
15,5330,4
17,3350,2
4,386,3
22,3684,21
8,153,55
11,493,48
8,205,9
10,2441,3
4,5374,1
8,2353,10
6,19201,1
6,3184,5
2,5662,2
12,2244,1
9,11040,17
6,2647,7
12,7506,1
13,10705,1
7,7406,1
8,11748,6
18,1444,2
7,7477,1
6,7177,2
21,2261,1
3,8619,1
8,5793,2
7,1652,6
20,215,13
19,6162,2
1,5330,427
14,4542,3
9,6691,1
11,5238,1
5,1050,2
9,9672,1
7,6827,1
8,5904,15
7,97256,2
1,40051,1
17,4667,3
3,11761,1
17,7076,4
1,39746,6
12,5918,2
3,25647,1
3,1236,10
15,1706,6
12,3162,3
2,11087,9
4,5555,1
1,7836,2
20,2086,3
11,7795,1
16,3323,5
4,11785,5
8,8991,1
X,10585,2
17,5088,1
9,2010,8
9,10495,1
1,9890,2
15,3238,14
10,382,145
4,843,17
13,1103,1
5,6372,11
7,22236,3
9,1610,8
12,4046,5
3,356,16
19,901,21
X,4467,1
14,9837,1
2,1239,11
8,4097,2
2,3326,3
19,22921,3
7,1222,2
10,9679,1
9,9374,3
3,21129,2
13,3739,1
22,61937,1
7,18282,2
X,8481,3
5,23586,1
19,2336,5
9,448,46
6,104058,1
5,6575,1
10,22194,4
5,170,15
13,27205,2
6,2122,8
5,19766,1
1,13570,2
5,2085,5
7,7786,1
X,3167,2
5,8469,7
5,4733,1
16,10194,2
1,3169,8
21,1176,2
11,194,30
4,1133,25
8,4655,3
18,14939,1
7,24115,3
7,2254,1
20,201,6
4,1693,5
19,1744,1
9,974,2
14,236,25
2,2256,4
3,8869,1
20,5069,2
14,7308,1
2,4224,1
2,4419,2
13,13227,7
3,17274,9
1,8086,4
19,6045,1
19,3784,1
11,1270,17
7,83489,1
21,208,11
1,933,75
5,207,3
X,2699,15
3,11739,1
19,8328,16
16,2356,2
22,371,7
8,16022,1
6,3988,2
17,4629,3
5,2736,1
14,3503,8
2,3151,4
8,1291,3
7,30259,1
17,1199,4
1,25080,1
15,1054,7
20,28734,1
8,808,7
11,1421,5
5,5335,3
10,598,21
11,464,78
14,1202,33
11,6250,1
17,2898,2
10,4214,3
4,4756,20
12,216,117
21,165,6
12,3536,2
1,4087,3
8,5636,2
2,8714,1
17,14769,2
16,9113,10
7,15168,2
14,1184,1
2,36972,2
1,4553,3
4,3026,4
2,4282,14
2,743,78
18,1312,2
X,6485,1
3,6144,1
X,686,7
16,2176,19
18,696,4
13,13353,3
2,25182,4
1,2489,25
22,1429,6
16,14708,1
4,765,5
X,955,16
14,5256,1
2,1966,6
6,2568,1
7,22178,4
8,8726,1
2,1520,18
17,326,27
15,12129,2
4,9902,1
2,502,19
3,2735,6
19,2447,1
22,1574,7
20,1126,4
1,5669,23
12,5800,1
19,1894,1
22,1031,2
1,4737,17
9,2373,2
1,735,101
4,32922,1
14,22224,5
17,4798,34
12,5091,1
2,54493,1
9,15676,1
X,1018,8
12,11389,1
22,608,4
19,5826,1
4,1279,4
20,325,70
15,879,5
4,1524,54
22,3500,2
14,5190,1
6,21250,1
13,2597,1
16,9915,6
1,2502,8
7,5566,3
9,1539,1
6,12579,1
5,902,2
20,1253,4
14,3475,3
X,2443,41
19,656,19
16,2566,10
8,30199,4
8,15215,1
21,1641,1
19,7797,1
11,3194,1
1,10537,1
18,1450,2
11,2277,12
17,455,35
9,6145,1
14,2763,8
8,19546,1
2,7249,14
22,2124,3
15,8102,1
20,5938,24
11,12624,1
6,4289,3
18,15494,1
22,2216,2
9,970,2
9,10934,1
10,1776,25
6,22209,2
21,2878,1
12,1071,5
5,240,17
8,5806,2
X,110,5
6,6016,5
19,1982,1
9,1542,6
7,3053,3
7,1406,3
15,1461,6
6,3502,2
7,1410,1
1,6843,15
19,1255,8
20,2222,4
7,670,9
22,1779,2
15,7166,3
4,1620,15
13,3268,6
17,2113,6
18,12389,1
2,1639,8
3,87559,1
1,9766,6
11,4883,5
20,5534,1
1,3774,1
2,10613,1
17,44718,1
9,4425,3
20,8224,4
13,11844,1
7,2503,7
4,1343,24
12,1036,13
3,1020,1
14,2223,19
4,5759,1
19,2171,3
12,2354,23
X,25160,2
GL000008.2,41,1
14,14642,4
2,47071,1
X,2493,1
10,1117,11
17,8021,3
8,4500,4
19,2646,6
18,8561,1
1,6549,1
19,387,36
12,1861,5
20,1653,2
16,746,4
2,1873,35
4,1440,1
8,67332,14
19,16525,3
8,16290,3
X,67878,4
5,41211,2
20,955,115
20,18516,1
5,4821,2
1,5203,14
11,6468,3
3,3905,1
1,1032,7
17,3921,1
19,2611,1
11,18301,1
6,11050,1
1,1784,17
14,7754,1
17,3938,2
1,305,39
20,6912,3
X,551,6
1,1791,11
4,2173,2
3,5157,4
17,3362,2
3,1420,15
14,4764,1
12,15596,2
14,16264,1
2,10647,1
7,552,4
1,21491,1
16,915,45
9,1383,4
14,2803,15
9,3682,3
16,532,10
1,205,50
3,1333,11
6,10672,3
1,29817,2
4,4037,16
2,4568,1
20,2730,1
9,8315,2
1,97332,2
2,209,24
12,5203,2
X,694,22
9,933,2
10,4157,2
17,5313,2
3,941,13
18,7593,8
19,3291,3
5,2089,16
9,1601,9
5,4328,7
1,40925,1
X,447,13
13,1549,2
3,2987,12
8,8327,2
3,637,14
21,3881,2
19,3693,2
22,568,5
16,301,15
3,15398,4
17,9983,5
7,28653,19
1,4267,1
1,713,88
18,1194,5
14,5243,1
15,291,15
20,965,1
11,4770,10
5,3544,6
15,1699,1
22,143,12
3,3361,1
11,2537,10
17,2013,23
11,61592,1
17,138,277
19,3979,4
8,703,14
4,2142,13
13,4530,2
12,1267,9
X,5822,1
8,585,60
17,72511,1
2,13212,1
10,18294,1
20,187,11
14,7577,1
8,1503,2
12,777,48
3,34426,2
1,3455,12
21,126,4
16,3447,8
4,7425,1
16,1682,3
7,24409,7
22,2193,3
13,3781,3
1,6540,8
3,513,14
13,944,3
11,1700,31
9,5663,3
22,317,1
1,38274,1
7,8056,10
2,2790,1
4,18874,2
18,5362,2
19,713,2
11,75991,2
7,18357,5
14,16445,6
22,1358,8
22,2028,5
9,2977,4
12,265,14
10,224,22
14,5316,2
7,76843,1
18,10579,13
8,2281,4
12,3678,5
16,680,16
19,1145,4
6,5135,2
17,1851,3
X,1380,3
14,1624,6
10,1443,1
6,4626,6
19,7190,1
15,3567,11
1,1847,65
11,4535,13
21,19352,1
22,195,14
2,9154,1
2,950,11
2,19486,1
9,4282,21
1,1022,8
7,68347,2
8,2577,11
11,6430,2
13,2197,2
21,3433,2
2,7594,1
14,11036,3
8,2035,9
6,446,62
7,501,5
15,1075,4
17,1493,5
1,18440,2
3,9621,1
4,3245,1
1,110853,6
21,2111,3
9,7960,2
7,1751,1
17,8730,1
2,9718,1
X,3568,3
22,11354,1
11,1775,5
8,8292,5
2,2382,8
5,4881,1
8,3208,3
19,9802,1
14,2330,2
8,3843,28
8,5302,2
3,28411,1
22,244,3
20,1759,3
12,3012,1
13,14668,3
3,3144,1
12,2675,1
6,6648,1
2,200,16
2,3538,2
2,15061,1
9,3505,1
4,3551,2
7,1038,10
7,4830,16
9,6085,1
15,850,7
6,2426,1
7,1361,2
3,6141,1
14,230,11
13,57818,1
8,9309,4
20,5513,2
5,471,92
11,3728,21
7,3668,1
1,3029,14
13,1619,2
6,788,10
6,2830,6
5,8628,1
19,10197,1
12,3423,2
7,3497,1
6,5596,3
15,18323,2
1,5488,5
14,6404,1
14,1581,2
7,3070,76
11,14030,1
12,4294,2
4,65439,1
3,2434,4
9,651,23
X,7730,3
7,4967,2
2,4814,6
9,1205,1
16,23813,1
14,5068,4
7,65551,4
6,10607,5
20,161,61
15,2899,2
16,497,4
1,27054,1
16,1873,6
17,2326,4
3,424,13
5,12184,2
9,1041,5
11,2356,2
9,3574,11
7,542,3
20,2073,2
19,2284,8
2,3903,1
1,13717,1
14,1719,1
6,11714,3
3,8791,30
11,3940,2
1,4734,12
20,6097,8
1,9283,3
5,3348,4
6,55532,5
X,5513,1
3,4710,1
6,10583,1
13,878,1
5,52,68
16,3365,12
4,2776,6
1,3955,5
5,5867,1
14,4330,9
17,1359,4
5,4611,2
2,7797,1
8,396,8
4,9103,15
11,2565,3
9,7156,4
6,1019,19
12,3885,5
4,1257,21
7,3400,14
15,2835,5
9,1000,11
10,1596,1
17,1809,6
3,1589,31
X,708,3
10,1161,7
20,3754,5
8,12378,5
6,1080,3
16,13210,2
7,24860,1
6,5114,6
20,1075,10
8,569,11
9,12047,12
12,11053,10
9,2436,4
1,1931,20
10,32042,2
17,2926,1
18,2106,1
5,12633,1
6,5650,1
22,53944,1
8,13055,2
11,37996,1
16,1353,8
14,7936,2
X,29218,8
5,3009,5
2,3182,1
12,112856,7
11,2741,126
7,13524,1
14,1856,1
3,3795,2
20,5908,1
14,974,1
10,363,2
19,1654,32
11,14101,1
20,561,5
12,344,61
5,7490,2
14,14812,1
20,583,10
20,3148,5
1,3241,5
7,7412,6
20,1772,1
16,10483,2
9,938,2
16,1601,9
11,11170,1
11,24841,3
17,24005,1
3,22555,8
14,1344,15
14,270,36
1,1609,21
11,23087,2
11,7394,1
15,283,9
14,1445,2
15,1394,1
9,2311,1
6,3211,4
17,7055,1
1,1981,12
4,2086,2
13,2816,1
20,729,7
4,6819,1
8,2632,1
7,15347,2
7,2472,2
2,19180,1
2,2603,4
14,3890,2
X,2161,4
13,2040,2
13,5243,7
3,5139,1
17,6869,2
8,18829,1
12,210,37
16,1122,1
20,7519,3
5,1531,17
22,1172,6
19,36,3490
22,1072,1
8,11050,3
5,30759,8
7,11104,2
11,15493,1
2,18988,11
8,8852,6
22,15876,1
1,40889,1
1,3440,7
10,5204,3
14,728,26
14,2312,4
3,2078,3
9,275,4
7,4185,1
7,12159,1
9,624,2
KI270733.1,53,8292
6,16783,1
X,2853,18
11,8231,2
20,1361,5
1,1552,37
7,2705,3
17,12193,2
2,3325,3
9,6122,1
2,2037,26
10,5622,1
6,4462,2
15,1497,4
1,9357,2
6,5548,3
11,8622,1
X,14687,3
7,4341,2
2,16411,1
11,2820,1
2,11887,2
15,1348,12
7,19465,1
6,3318,1
6,1175,2
KI270725.1,43,1
20,4939,3
17,128246,4
1,2304,22
18,1612,1
4,3862,1
3,25747,24
20,487,15
16,4617,4
11,2942,8
X,4722,17
20,972,6
4,2035,11
8,2202,17
7,2668,1
11,5354,5
2,3005,10
1,7082,1
12,2206,4
22,9076,1
6,1968,3
12,8067,2
3,627,6
3,4074,1
5,113,1
17,1757,2
7,488,19
11,15620,1
12,18570,1
2,2039,27
8,751,7
14,15481,1
10,94180,1
9,2130,1
17,5377,13
13,1753,3
7,14619,1
19,2229,1
15,7492,1
8,3359,1
6,8483,1
6,2860,5
2,1388,28
2,16722,3
16,10059,2
3,2377,3
8,640,6
6,9234,1
18,2060,7
11,201,134
3,31474,2
12,10225,5
9,240,18
4,2273,5
6,21308,3
2,15333,1
3,343,4
X,1079,3
3,24462,2
5,5532,6
9,5443,1
20,3718,4
2,131,183
6,939,69
7,54133,3
1,1940,4
16,22335,19
22,7970,4
19,11154,1
3,4367,4
9,7258,1
5,3003,38
X,752,5
8,31808,3
2,2258,17
2,57216,4
12,2505,1
5,11300,1
6,594,21
12,3244,1
11,288,33
20,38365,1
7,5162,2
18,2238,1
17,1906,18
11,2794,67
3,15689,25
11,1347,8
10,8171,1
19,4995,3
4,3424,2
2,3086,4
3,7194,4
13,1526,4
14,7351,1
14,8605,19
X,1511,3
3,7834,1
9,11480,1
10,41451,1
7,7272,4
X,1916,6
4,4949,6
4,5507,2
4,1195,5
1,51686,3
8,1743,18
18,1845,2
9,2611,1
4,1430,30
11,594,11
1,4199,1
4,68791,1
9,2592,5
6,3641,2
9,9641,2
9,2198,7
3,1119,6
2,6168,21
16,2141,1
9,2453,4
10,327,8
17,367,17
12,1449,13
11,2142,4
16,6213,2
8,10977,2
16,6300,1
7,2088,2
9,6158,1
8,129810,2
20,14480,2
X,1631,2
12,1582,3
17,914,81
11,628,125
15,6986,8
11,2030,14
11,4347,9
12,5877,1
9,7798,2
5,1771,1
14,6870,1
10,573,22
8,129811,1
1,281,69
10,16380,3
12,12263,3
17,125,257
3,4021,33
16,536,22
15,5213,2
2,12268,1
16,36936,2
11,1712,110
3,11716,3
19,3467,2
17,35027,7
X,12623,6
16,3382,11
11,1801,40
10,2780,13
X,60714,1
5,8482,1
12,10081,6
3,681,13
1,35990,1
19,1162,25
15,5653,1
19,2036,5
8,7889,1
17,5393,1
1,3704,9
9,21860,1
3,20298,5
4,600,36
11,21313,2
11,2684,1
X,3168,1
19,3963,3
12,270,10
14,4613,3
17,5590,1
7,3366,2
1,6008,6
8,53,7
7,9298,8
1,5556,3
18,13832,1
19,793,15
2,3334,6
12,440,28
5,24008,1
17,1153,34
18,13748,2
14,4490,3
2,10695,1
2,6662,1
7,9533,2
12,7599,1
22,3097,1
6,2520,1
X,7925,10
15,5482,19
12,2306,8
13,3017,1
14,1361,10
13,22843,1
11,13342,3
2,9232,3
22,954,2
13,7894,3
2,141,77
3,7034,1
2,6754,4
15,1742,1
1,13182,1
10,16855,6
9,21079,1
7,14210,3
5,715,6
15,583,10
11,2889,16
17,1500,4
6,6591,1
12,1370,1
13,379,1
22,2632,4
10,4410,1
7,59465,1
9,680,304
3,1774,3
X,346,9
12,859,44
18,163682,1
X,3250,3
7,2151,1
6,6564,1
8,13357,2
4,1162,8
16,4865,1
4,12442,1
19,2057,4
3,465,5
9,3605,5
3,638,4
8,7639,1
20,7826,8
1,29757,1
3,4130,2
12,513,14
3,15837,1
16,2124,3
2,8328,10
6,4970,1
11,5570,2
X,1472,1
15,2043,12
19,18687,1
22,5360,2
17,36941,1
3,5320,7
19,345,27
17,23566,1
12,1687,1
14,242,15
13,8644,103
10,621,72
1,6117,9
X,5229,3
9,2711,1
1,990,15
2,13115,1
3,10146,2
4,5102,1
9,48644,1
19,6810,2
7,10059,3
4,4995,2
4,143,21
12,3292,5
13,32333,2
1,10745,1
22,4705,2
18,12545,15
17,2535,4
2,481,13
4,4002,2
7,3262,1
16,3197,2
19,3098,2
8,8849,1
17,1650,31
6,3411,12
6,16273,1
4,4799,26
19,6410,1
1,5766,1
2,5834,1
16,409,2
17,9540,2
1,1557,1
8,5923,2
18,2361,5
12,4516,12
7,57306,1
11,10906,9
3,10478,7
7,1931,14
7,3661,14
4,5750,3
6,20421,3
14,2397,270
6,1268,14
19,2069,50
11,6509,8
7,1802,3
15,8917,1
5,127786,3
6,858,18
17,6027,1
8,2324,16
7,1249,7
2,212,33
9,3221,183
13,6446,6
1,4976,1
21,2112,2
3,9434,1
20,10214,1
2,2904,7
10,61658,1
16,10768,2
15,8321,4
11,2023,19
1,1339,6
4,285,10
6,31798,2
1,8257,2
5,1261,7
22,4535,8
6,1253,12
16,122,107
2,310,50
19,7860,28
1,7624,4
17,3721,3
4,3690,1
11,4264,3
8,40032,2
19,22920,7
10,24028,1
4,3146,6
17,4064,5
12,2879,3
4,26453,1
21,6049,1
2,17470,1
13,952,15
19,1560,34
16,227,7
17,1185,14
19,7349,2
19,2368,1
1,6330,2
7,7058,10
1,45794,2
10,4005,4
17,4017,1
X,75506,6
4,29376,1
3,4987,3
9,2557,2
15,1945,7
4,2608,2
19,296,17
5,2015,7
1,41043,2
13,809,11
21,4257,1
3,32,46
4,5961,6
19,5665,2
3,16514,3
8,1460,7
9,1566,18
9,978,4
4,5478,3
2,3969,2
20,4265,1
1,1598,13
19,2407,3
5,23648,2
5,863,46
5,1644,27
17,10989,2
12,1814,7
1,11731,3
10,23269,2
2,3902,1
1,1966,17
16,215,5
15,1714,12
2,61013,2
5,4741,1
19,2920,2
16,76179,2
5,69626,1
14,612,4
6,3008,1
Y,8861,2
14,43458,1
5,14907,2
7,1728,4
2,204,29
12,5699,1
16,450,6
3,4507,26
2,77180,1
12,401,21
22,15574,1
4,7687,21
3,4781,1
19,1242,50
13,10703,1
19,4460,2
15,975,21
3,2204,3
1,3636,3
10,290,6
15,976,5
14,2928,1
15,566,18
21,3991,14
4,1633,6
2,3853,5
5,82895,1
2,5579,4
4,1835,50
6,3635,7
5,32584,1
2,17080,1
2,1459,4
21,1057,43
22,10495,17
5,56,16
8,2978,1
2,2464,10
7,12302,1
18,652,1
16,243,7
3,140,71
1,1126,39
20,2278,28
3,2609,2
5,24863,7
2,1076,17
16,1632,4
13,945,3
20,7099,2
15,251,6
4,3214,7
15,3629,8
5,16183,5
8,2038,1
3,2949,22
10,38201,1
22,20705,2
6,1770,1
16,10281,19
1,3617,27
8,11220,7
6,4995,1
5,4149,1
13,5350,1
12,1009,6
17,5293,2
12,50284,1
22,1279,1
9,2714,4
13,6380,3
18,1858,9
13,8897,1
18,6435,4
6,19341,1
18,1918,3
6,9462,3
18,701,12
19,3316,3
1,12235,1
19,3960,1
11,4348,2
6,1653,5
6,5157,2
1,634,69
2,6030,7
2,15269,1
14,4710,4
20,592,29
3,5219,1
12,2027,7
7,193,48
1,8989,2
6,5193,1
19,6812,1
17,21269,2
12,1806,22
8,896,9
X,3382,2
5,5333,5
4,7101,1
16,3651,2
14,2778,9
3,757,26
3,152,74
12,517,27
9,683,7
6,31410,2
X,1288,13
3,3973,4
9,445,17
22,652,11
15,2314,6
1,1765,7
5,1393,2
6,7785,3
10,2414,1
19,8199,1
13,7339,1
1,840,70
X,14567,2
6,28969,1
8,5450,3
10,376,15
12,6917,2
1,3757,4
19,1533,9
17,3836,1
14,8837,1
9,11240,2
2,6217,7
20,30148,1
7,1742,1
19,3014,5
12,1414,4
2,28410,1
1,18125,2
3,3132,3
9,6308,1
11,7744,8
8,6128,2
4,128286,3
13,854,7
12,7116,5
2,527,22
6,13287,1
15,2954,7
2,2462,2
5,4523,1
12,19431,4
20,31880,2
22,1530,21
19,3031,2
16,676,6
1,698,53
3,2672,3
20,774,30
15,5691,1
4,6031,1
11,24038,1
4,92662,3
19,3529,2
21,9215,1
5,6104,5
22,843,8
4,4303,3
19,2821,15
14,85686,9
12,1985,3
2,20892,2
13,538,11
22,1933,1
7,23379,1
10,2484,8
8,2613,1
17,6079,5
2,22689,4
5,22829,2
3,1583,6
16,2692,1
4,6021,5
10,1729,70
22,1500,3
11,712,4
2,16495,1
4,2351,12
22,54732,1
12,2080,5
9,27284,2
9,3014,1
11,995,29
11,29118,3
17,11529,1
7,1543,4
3,11131,2
6,33307,1
4,15158,1
Y,763,2
3,17897,1
16,826,7
14,34280,1
21,35069,1
11,10991,4
17,3393,5
17,14253,4
13,3682,1
14,3402,14
1,4640,22
6,403,53
10,16620,1
10,6927,1
17,302,91
2,3904,4
15,15269,2
1,46940,1
6,56012,1
18,31515,1
17,1508,18
17,4826,1
21,997,2
X,5146,3
18,393,69
15,3667,1
14,583,6
5,26946,1
19,2002,4
19,5560,1
8,127,162
3,18927,16
19,996,38
17,2673,4
3,6597,2
4,8019,2
2,5041,10
10,2563,2
22,1501,5
2,12633,1
13,5159,10
13,7533,1
2,7199,6
4,2348,4
16,5868,2
15,7986,1
14,6423,3
3,1010,9
5,46842,2
20,1405,12
4,7467,10
8,3630,5
1,11692,1
6,668,29
3,443,18
5,1752,1
18,28574,3
16,3134,1
1,1467,7
8,9130,1
Y,608,1
16,30679,1
12,651,11
17,582,10
4,5738,2
15,8650,2
7,3291,1
7,6055,5
19,1393,2
3,3542,3
5,814,19
5,3871,1
17,1454,51
17,785,11
5,776,4
16,923,9
2,60035,2
1,28270,3
12,22593,12
15,43300,1
15,4384,1
20,3214,6
9,2254,1
3,3625,3
X,6372,2
1,20676,8
3,1505,1
12,2314,5
12,48313,11
9,9822,2
7,25441,20
1,3888,1
18,2237,3
14,707,369
16,19061,6
19,1811,4
11,2295,13
16,683,16
22,7232,1
19,16829,1
7,5398,1
3,2213,4
9,11430,3
X,689,57
1,3001,3
14,4609,1
13,816,5
5,3410,4
9,6700,3
9,11306,1
X,458,260
3,1271,35
10,1548,17
6,1311,2
22,281,1
6,1774,10
12,7417,2
3,4508,37
X,7040,1
7,228,18
16,528,11
2,12337,1
1,14216,2
10,9682,2
10,3151,8
18,2951,2
1,4730,1
8,291,3
2,568,25
13,586,2
4,208,7
5,363,4
X,13853,4
8,1841,2
12,1724,16
1,2095,14
11,6618,2
X,720,3
3,20827,1
22,392,2
15,4102,2
11,7446,6
1,8416,2
12,10729,1
3,1766,2
4,51583,5
20,191,33
14,25318,4
7,8948,1
X,2335,2
6,1445,8
9,6315,1
2,1660,8
8,290,1
12,1831,9
7,12484,17
3,11126,1
8,3377,2
2,8026,1
22,1125,3
13,1371,3
20,444,10
9,7140,1
16,258,14
19,6001,1
X,11639,1
7,767,26
14,5742,1
16,2314,15
4,12818,3
7,3160,3
17,2284,4
20,12898,5
19,8713,1
7,74397,1
16,21796,2
2,2817,1
17,1525,11
3,7338,1
5,4003,1
1,3550,3
13,2232,31
X,764,11
12,1477,21
8,2878,4
7,15862,2
3,1400,6
7,8515,1
5,9940,12
9,590,2
15,6779,1
12,5802,5
2,240,60
13,812,2
5,5529,1
16,1323,1
19,294,29
15,11886,1
2,8266,3
8,3245,139
X,9484,1
13,8882,2
1,4253,2
12,2777,1
3,1890,2
13,12254,1
17,1374,79
12,1177,9
14,8528,1
13,2261,1
7,5173,9
9,3790,1
12,1509,2
12,11088,4
9,106430,1
20,2285,3
4,7478,1
12,12823,8
1,7327,4
5,8788,2
14,2028,7
1,5771,9
5,4425,33
8,12037,1
2,7466,1
4,546,7
16,3324,1
18,3070,1
3,1737,4
2,6569,1
13,23897,1
14,1123,49
14,1743,5
20,430,1
21,1301,18
14,13755,44
18,2830,1
8,3189,1
3,17323,1
12,849,8
2,4314,1
22,3279,2
7,2691,11
10,1048,7
5,7685,4
20,6803,17
7,4677,3
5,5841,23
X,306,26
16,3650,1
15,17779,1
X,4592,1
15,11077,2
9,47874,2
9,1470,18
12,454,22
2,18876,1
20,1938,3
16,45070,1
11,1106,65
17,2650,14
3,2712,15
15,21952,1
2,4700,2
2,3822,3
7,2688,1
5,4653,4
7,7065,1
2,10214,1
7,17072,1
21,4765,1
9,8067,5
20,8675,4
17,1646,2
17,4178,3
1,1093,24
15,18934,7
X,72663,1
22,17500,1
5,1751,2
16,1689,8
3,69043,5
2,2214,23
7,1018,14
10,5702,5
7,5126,1
7,15526,2
12,1301,4
8,2855,2
4,2119,1
3,24387,1
17,1101,4
5,10643,2
8,13600,2
13,434,37
7,19505,8
15,1855,22
5,195,12
7,8058,2
9,1681,2
2,9117,2
11,18251,3
6,284,66
1,643,16
5,142,19
11,1561,5
2,1569,5
4,6888,1
12,1068,24
11,13346,12
7,399,11
1,5582,31
16,5902,16
9,6662,3
6,1810,7
19,10658,2
8,5603,1
3,3634,3
14,3417,1
17,2039,17
2,17416,3
8,903,1
14,1487,160
13,13079,7
X,5572,1
16,917,26
13,2111,1
13,913,7
12,1140,13
3,2840,3
4,6420,4
1,8376,1
5,9348,1
1,1534,6
19,3383,1
6,26896,1
12,2974,1
3,7782,2
